2.606077298951682053e+00 5.514129842626317668e+00
2.131803051395739779e+00 2.636714233749757774e+00
1.065128339961966653e+00 2.929943414800888490e+00
2.868078853125682670e+00 3.598977781100540341e+00
1.554178443156393197e-01 6.862319055151335334e+00
2.545947449928658290e+00 4.028504066341769274e+00
2.495324632757332850e+00 2.167558538512983191e+00
1.250050939393970051e+00 6.119443848316326928e+00
2.141264101439910750e+00 5.720607704032556029e+00
-1.308503468582962181e+00 -1.241295729880383947e+00
-8.029886077914665243e-01 3.835610054992972806e-01
-1.765457049607751738e+00 -2.134071782143015739e+00
-2.266763470441879313e-01 7.692803302806618504e+00
2.300323983116786764e+00 7.308008046584157924e+00
2.931406279706647133e+00 2.581200832808595358e+00
2.022638849178326037e+00 7.188195264075535107e+00
3.268721921430560506e+00 4.601260429400122476e-02
-9.879489948084743123e-01 -1.314226296832240681e+00
-1.745642673598183148e+00 -1.311689311307612460e+00
-2.392107019575969939e+00 -2.023600034242359236e+00
1.942993722681217728e+00 4.856012626604563565e+00
1.369273386602884557e+00 1.600167258830646588e+00
6.136621962264898755e-02 5.267793250319547482e+00
-3.140180483646124010e+00 -2.897400974776919824e+00
2.624531253598305636e+00 2.704901494755488578e+00
-7.801922697517804650e-01 6.692950861481865132e+00
1.684407067122075885e+00 5.742455736035546821e+00
9.854610122520564008e-01 9.053703809156181670e-01
3.544697853929202225e+00 4.709728316175469054e+00
4.579391076030756569e-01 2.350665450555898595e+00
-1.249029681325947161e-01 -8.415373511379837801e-01
2.778658703281462916e+00 3.917641133875328308e+00
-2.490512181597968500e+00 -2.439108594614520342e+00
4.043553265281706111e+00 3.169014525199296273e+00
2.502701573745341079e+00 1.228218087499690192e+00
8.499688683399329037e-01 5.997927522645603027e+00
1.121415584616522576e+00 5.249152503003942982e+00
-1.179253531381664333e+00 7.709411726108861274e-02
3.324997047333428934e+00 -2.676403478922004808e-01
2.935375124055560558e+00 3.483617782144349473e+00
1.038251146743031095e+00 3.195658536586230447e+00
-4.532425373984286798e-01 -8.627280572253304136e-01
5.635557402147746142e-01 3.251458031271039495e+00
1.988356109039352893e+00 3.903376038127804204e+00
4.627417016518290183e+00 5.575920043695830053e-01
2.996281804019149675e-01 1.637224003908259728e-01
3.689314331258285229e+00 1.765851210083731360e+00
-3.233307911706635007e+00 -1.817594427467700058e+00
1.964841873967693608e+00 2.241068075277427241e+00
3.965602838239338901e+00 1.668428480192479135e+00
3.311769685216803261e-02 1.005588108665209646e-01
-1.155765478665847112e+00 -2.242150608153693270e+00
3.385574420499588122e+00 5.022442987163762140e+00
2.693309186503126007e+00 2.227073214026809023e+00
2.973323067419031851e+00 2.028923427203990215e-01
